Volume_pre,Volume_post,Distance,Nearest Label,isFusion,Frame,Label
28.282472348198464,30.526659547993784,90.61897877134851,1.0,1.0,0.0,1.0
0.0190454359247127,0.0190454359247127,29.88728826775691,3.0,1.0,0.0,1.0
0.0190454359247127,0.0,28.622543562723422,7.0,1.0,0.0,1.0
0.0190454359247127,0.0539620684533528,8.32165848854662,40.0,1.0,0.0,1.0
0.0222196752454982,0.0317423932078546,13.92838827718412,2.0,1.0,0.0,1.0
0.0253939145662836,0.0,32.276636286949106,6.0,1.0,0.0,1.0
0.0317423932078546,0.0,29.693265229677927,12.0,1.0,0.0,1.0
0.03491663252864,0.0253939145662836,15.019821614197497,11.0,1.0,0.0,1.0
0.0380908718494255,0.0,19.81301480228476,38.0,1.0,0.0,1.0
0.041265111170211,0.0190454359247127,36.0,26.0,1.0,0.0,1.0
0.0444393504909964,0.0,27.111353898396192,34.0,1.0,0.0,1.0
0.0857044616612074,0.0507878291325673,15.546778829120568,32.0,1.0,0.0,1.0
0.1047498975859202,0.1110983762274911,26.474809136698408,43.0,1.0,0.0,1.0
0.1079241369067057,0.1301438121522038,22.862780832716847,30.0,1.0,0.0,1.0
0.1587119660392731,0.2253709917757677,8.757214168900967,37.0,1.0,0.0,1.0
0.6031054709492377,0.5300979665711721,19.85757668499744,36.0,1.0,0.0,1.0
30.526659547993784,31.317045138869364,1.118033988749895,1.0,1.0,1.0,1.0
0.0190454359247127,0.0476135898117819,28.935272592460574,3.0,1.0,1.0,1.0
0.0190454359247127,0.0,30.64718584144391,26.0,1.0,1.0,1.0
0.0253939145662836,0.0,8.125961481572503,11.0,1.0,1.0,1.0
0.0285681538870691,0.0,28.311538458313102,39.0,1.0,1.0,1.0
0.0317423932078546,0.0,17.847408775505773,2.0,1.0,1.0,1.0
0.0539620684533528,0.0,8.289944715798972,40.0,1.0,1.0,1.0
0.1110983762274911,0.053962068453352705,19.251623308178456,29.0,1.0,1.0,1.0
0.1301438121522038,0.1015756582651347,12.020815280171307,30.0,1.0,1.0,1.0
0.1936285985679129,0.1872801199263419,22.306284148194653,0.0,1.0,1.0,1.0
0.2253709917757677,0.0,9.055385138137407,37.0,1.0,1.0,1.0
0.5300979665711721,0.7300750437806562,21.975954901987965,36.0,1.0,1.0,1.0
31.317045138869364,31.075802950489674,1.0,1.0,1.0,2.0,1.0
0.0317423932078546,0.0,26.23451924468981,34.0,1.0,2.0,1.0
0.0317423932078546,0.0285681538870691,25.04495957273639,38.0,1.0,2.0,1.0
0.0476135898117819,0.0,16.861791126686416,3.0,1.0,2.0,1.0
0.053962068453352705,0.0730075043780656,34.96069221282668,29.0,1.0,2.0,1.0
0.1015756582651347,0.1015756582651346,38.579779860213044,30.0,1.0,2.0,1.0
0.4634389408346774,0.41265111170211,23.485431802565508,45.0,1.0,2.0,1.0
0.7300750437806562,0.695158411252016,21.493977923203456,36.0,1.0,2.0,1.0
0.7935598301963653,0.6158024282323795,29.970819141291418,18.0,1.0,2.0,1.0
31.075802950489674,31.39322688256821,1.0,1.0,1.0,3.0,1.0
0.0190454359247127,0.0,10.735455276791944,11.0,1.0,3.0,1.0
0.0253939145662836,0.0,3.2451887464367926,12.0,1.0,3.0,1.0
0.0285681538870691,0.0253939145662836,8.602325267042627,38.0,1.0,3.0,1.0
0.0603105470949237,0.0603105470949237,26.098099611352946,19.0,1.0,3.0,1.0
0.0730075043780656,0.0380908718494255,22.545270567299514,29.0,1.0,3.0,1.0
0.0952271796235638,0.0,7.510733060834429,32.0,1.0,3.0,1.0
0.1015756582651346,0.0,7.762087348130012,30.0,1.0,3.0,1.0
0.3079012141161897,0.2031513165302695,8.756221587853537,37.0,1.0,3.0,1.0
0.6158024282323795,0.6284993855155213,84.05027194765941,18.0,1.0,3.0,1.0
0.695158411252016,0.5174010092880302,12.577750172048091,36.0,1.0,3.0,1.0
31.39322688256821,30.96153033494139,1.0,1.0,1.0,4.0,1.0
0.0253939145662836,0.0,25.422062268824693,34.0,1.0,4.0,1.0
0.0253939145662836,0.0,8.0156097709407,38.0,1.0,4.0,1.0
0.0380908718494255,0.0380908718494254,23.302658408192162,29.0,1.0,4.0,1.0
0.117446854869062,0.0,26.333604557661108,43.0,1.0,4.0,1.0
0.2031513165302695,0.2253709917757677,18.713356119777792,37.0,1.0,4.0,1.0
0.4158253510228951,0.6062797102700228,23.0,0.0,1.0,4.0,1.0
